4,9
5,11
6,15
7,19
8,23
9,26
10,31
11,36
12,41
13,44
14,50
15,54
16,62
17,65
18,73
19,76
20,82
21,87
2,2
3,5
4,9
5,12
6,16
7,19
8,23
9,26
10,32
11,36
12,40
13,44
14,50
15,54
16,60
17,64
18,72
19,76
20,49
21,52
2,1
3,3
4,5
5,7
6,9
7,11
8,14
9,15
10,19
11,21
12,24
13,26
14,27
15,29
16,32
17,36
18,39
19,43
20,46
21,47
2,16
3,17
4,25
5,31
6,45
7,49
8,61
9,70
10,84
11,92
12,107
13,116
14,131
15,146
16,159
17,173
18,187
19,203
20,216
21,224
2,7
3,14
4,22
5,30
6,46
7,49
8,61
9,69
10,84
11,93
12,109
13,115
14,131
15,167
16,140
17,152
18,163
19,182
20,192
21,202
2,6
3,13
4,20
5,27
6,37
7,44
8,54
9,62
10,75
11,82
12,95
13,104
14,118
15,126
16,156
17,155
18,165
19,179
20,192
21,203
2,7
3,12
4,17
5,22
6,30
7,36
8,44
9,50
10,61
11,69
12,77
13,84
14,96
15,104
16,117
17,122
18,134
19,150
20,160
21,163
2,5
3,10
4,16
5,22
6,30
7,35
8,45
9,50
10,60
11,67
12,77
13,84
14,96
15,106
16,116
17,122
18,138
19,145
20,159
21,165
2,5
3,10
4,17
5,47
6,21
7,25
8,30
9,35
10,42
11,46
12,53
13,59
14,68
15,71
16,79
17,84
18,94
19,100
20,110
21,118
2,4
3,6
4,11
5,15
6,20
7,27
8,30
9,34
10,41
11,46
12,54
13,58
14,66
15,71
16,79
17,84
18,95
19,103
20,108
21,124
2,4
3,7
4,11
5,15
6,20
7,27
8,30
9,35
10,41
11,46
12,54
13,58
14,67
15,74
16,79
17,115
18,94
19,100
20,108
21,103
2,3
3,6
4,10
5,13
6,19
7,25
8,27
9,31
10,36
11,41
12,47
13,51
14,58
15,64
16,72
17,74
18,85
19,149
20,98
21,100
2,12
3,5
4,9
5,12
6,16
7,19
8,24
9,27
10,33
11,37
12,44
13,46
14,52
15,57
16,64
17,68
18,74
19,80
20,87
21,92
2,3
3,5
4,9
5,12
6,16
7,20
8,25
9,27
10,32
11,37
12,47
13,46
14,53
15,58
16,63
17,69
18,75
19,82
20,86
21,91
2,3
3,5
4,9
5,12
6,18
7,19
8,24
9,27
10,32
11,37
12,43
13,46
14,53
15,57
16,63
17,69
18,74
19,82
20,88
21,89
2,3
3,5
4,9
5,12
6,16
7,20
8,23
9,27
10,32
11,37
12,43
13,46
14,53
15,57
16,64
17,68
18,74
19,82
20,86
21,89
2,3
3,5
4,9
5,12
6,16
7,20
8,24
9,27
10,33
11,37
12,43
13,47
14,54
15,57
16,62
17,69
18,75
19,81
20,88
21,92
2,3
3,5
4,9
5,12
6,16
7,20
8,24
9,28
10,33
11,38
12,43
13,47
14,53
15,57
16,64
17,67
18,74
19,80
20,87
21,91
2,3
3,5
4,9
5,12
6,16
7,19
8,24
9,27
10,33
11,35
12,40
13,44
14,51
15,55
16,60
17,65
18,72
19,76
20,83
21,86
2,3
3,5
4,9
5,15
6,15
7,18
8,23
9,26
10,31
11,35
12,40
13,44
14,51
15,55
16,61
17,64
18,73
19,75
20,83
21,86
2,3
3,5
4,9
5,12
6,15
7,18
8,23
9,26
10,32
11,35
12,40
13,44
14,50
15,54
16,59
17,64
18,75
19,76
20,84
21,87
2,3
3,5
4,9
5,11
6,15
7,19
8,23
9,26
10,31
11,35
12,41
13,44
14,50
15,55
16,61
17,64
18,72
19,76
20,82
21,83
2,2
3,5
4,9
5,11
6,15
7,18
8,22
9,25
10,30
11,34
12,40
13,42
14,48
15,51
16,57
17,62
18,67
19,73
20,79
21,82
2,4
3,4
4,6
5,7
6,10
7,11
8,14
9,16
10,19
11,21
12,32
13,25
14,28
15,30
16,34
17,37
18,41
19,45
20,48
21,49
2,1
3,3
4,4
5,6
6,9
7,10
8,14
9,15
10,18
11,20
12,23
13,25
14,28
15,30
16,34
17,38
18,39
19,43
20,47
21,49
2,1
3,3
4,4
5,6
6,9
7,10
8,13
9,15
10,18
11,20
12,23
13,24
14,28
15,30
16,34
17,37
18,39
19,44
20,46
21,48
2,1
3,3
4,5
5,6
6,9
7,11
8,13
9,15
10,17
11,20
12,23
13,25
14,28
15,30
16,34
17,36
18,40
19,46
20,47
21,48
2,1
3,3
4,5
5,6
6,8
7,11
8,13
9,15
10,18
11,20
12,23
13,24
14,28
15,31
16,34
17,36
18,41
19,43
20,47
21,49
2,1
3,3
4,4
5,6
6,9
7,10
8,13
9,15
10,18
11,20
12,23
13,25
14,28
15,31
16,34
17,37
18,42
19,43
20,47
21,49
2,1
3,3
4,5
5,6
6,9
7,12
8,13
9,15
10,18
11,20
12,23
13,25
14,28
15,31
16,34
17,37
18,41
19,43
20,47
21,50
2,1
3,3
4,5
5,6
6,9
7,11
8,13
9,15
10,18
11,20
12,23
13,25
14,28
15,31
16,34
17,36
18,39
19,41
20,44
21,46
2,1
3,2
4,4
5,6
6,8
7,11
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,34
18,40
19,41
20,45
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,23
13,23
14,27
15,29
16,32
17,35
18,38
19,40
20,45
21,56
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,23
14,27
15,29
16,33
17,35
18,38
19,42
20,44
21,46
2,1
3,2
4,4
5,6
6,11
7,10
8,12
9,14
10,17
11,19
12,21
13,23
14,27
15,29
16,33
17,35
18,38
19,42
20,45
21,46
2,1
3,3
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,34
18,38
19,42
20,44
21,45
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,24
14,27
15,29
16,32
17,35
18,38
19,42
20,45
21,46
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,20
12,22
13,23
14,27
15,29
16,32
17,35
18,51
19,41
20,53
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,34
18,41
19,41
20,44
21,46
2,1
3,3
4,4
5,7
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,34
18,38
19,40
20,45
21,56
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,43
17,108
18,38
19,41
20,44
21,66
2,1
3,2
4,5
5,6
6,8
7,20
8,36
9,14
10,26
11,19
12,41
13,24
14,27
15,30
16,34
17,36
18,40
19,43
20,46
21,51
2,1
3,3
4,5
5,6
6,20
7,18
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,30
16,33
17,35
18,37
19,42
20,45
21,46
2,6
3,6
4,9
5,10
6,16
7,17
8,21
9,24
10,29
11,33
12,38
13,40
14,46
15,49
16,55
17,60
18,64
19,71
20,75
21,80
2,2
3,5
4,7
5,10
6,16
7,17
8,21
9,24
10,29
11,32
12,37
13,41
14,46
15,50
16,55
17,61
18,64
19,71
20,76
21,78
2,2
3,5
4,8
5,10
6,14
7,17
8,21
9,25
10,29
11,32
12,37
13,40
14,46
15,51
16,56
17,60
18,64
19,70
20,75
21,79
2,2
3,4
4,8
5,10
6,14
7,19
8,23
9,26
10,31
11,36
12,41
13,44
14,50
15,54
16,60
17,65
18,72
19,78
20,83
21,87
2,3
3,5
4,8
5,11
6,15
7,19
8,23
9,26
10,31
11,35
12,40
13,44
14,30
15,33
16,37
17,38
18,43
19,46
20,57
21,47
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,28
15,29
16,33
17,34
18,38
19,41
20,44
21,47
2,1
3,2
4,4
5,6
6,8
7,11
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,57
18,39
19,41
20,45
21,47
2,1
3,2
4,4
5,6
6,8
7,11
8,12
9,14
10,17
11,19
12,22
13,23
14,26
15,29
16,32
17,34
18,38
19,41
20,44
21,55
2,1
3,2
4,5
5,6
6,8
7,11
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,33
17,34
18,39
19,41
20,51
21,46
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,16
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,39
19,41
20,45
21,46
2,1
3,3
4,5
5,6
6,8
7,10
8,12
9,14
10,16
11,19
12,22
13,32
14,27
15,29
16,33
17,37
18,39
19,41
20,44
21,47
2,1
3,2
4,4
5,6
6,9
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,38
19,42
20,44
21,46
2,1
3,2
4,4
5,6
6,9
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,30
16,32
17,35
18,38
19,41
20,44
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,30
16,32
17,35
18,38
19,41
20,44
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,23
13,25
14,37
15,31
16,35
17,37
18,42
19,45
20,48
21,55
2,1
3,2
4,4
5,6
6,9
7,10
8,13
9,14
10,17
11,19
12,22
13,24
14,28
15,30
16,33
17,36
18,39
19,63
20,45
21,48
2,1
3,3
4,5
5,7
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,33
17,34
18,38
19,41
20,44
21,46
2,1
3,2
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,35
18,38
19,41
20,44
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,39
19,40
20,44
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,33
17,35
18,37
19,41
20,44
21,46
2,4
3,4
4,7
5,7
6,11
7,11
8,13
9,16
10,19
11,21
12,24
13,26
14,30
15,32
16,36
17,39
18,42
19,46
20,51
21,48
2,1
3,3
4,4
5,6
6,9
7,10
8,13
9,15
10,18
11,20
12,23
13,24
14,28
15,30
16,34
17,36
18,40
19,44
20,47
21,49
2,1
3,3
4,5
5,6
6,8
7,10
8,13
9,15
10,18
11,19
12,23
13,25
14,29
15,31
16,34
17,38
18,40
19,44
20,46
21,48
2,1
3,3
4,5
5,6
6,9
7,10
8,13
9,15
10,18
11,19
12,23
13,25
14,28
15,31
16,34
17,36
18,40
19,44
20,47
21,49
2,1
3,3
4,5
5,6
6,9
7,10
8,13
9,15
10,18
11,20
12,23
13,25
14,28
15,31
16,35
17,36
18,41
19,43
20,47
21,49
2,1
3,3
4,5
5,6
6,9
7,11
8,13
9,15
10,18
11,20
12,23
13,25
14,29
15,31
16,33
17,36
18,41
19,50
20,54
21,57
2,2
3,3
4,5
5,7
6,10
7,13
8,15
9,17
10,20
11,23
12,26
13,29
14,33
15,35
16,39
17,42
18,48
19,50
20,54
21,58
2,2
3,3
4,6
5,7
6,10
7,19
8,15
9,17
10,21
11,23
12,28
13,29
14,33
15,35
16,40
17,42
18,39
19,41
20,45
21,47
2,1
3,3
4,4
5,6
6,8
7,11
8,13
9,14
10,17
11,19
12,22
13,23
14,28
15,29
16,33
17,35
18,39
19,41
20,45
21,46
2,1
3,3
4,4
5,6
6,8
7,10
8,13
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,33
17,34
18,38
19,41
20,45
21,47
2,1
3,3
4,4
5,6
6,8
7,10
8,13
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,36
18,38
19,42
20,44
21,46
2,1
3,3
4,4
5,6
6,9
7,10
8,13
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,35
18,38
19,41
20,45
21,47
2,1
3,3
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,33
17,34
18,39
19,42
20,44
21,46
2,1
3,3
4,5
5,15
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,30
16,32
17,34
18,38
19,42
20,45
21,46
2,1
3,3
4,4
5,6
6,9
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,38
19,41
20,44
21,47
2,1
3,3
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,39
19,41
20,44
21,46
2,1
3,3
4,5
5,7
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,34
18,40
19,40
20,44
21,47
2,1
3,3
4,5
5,6
6,18
7,19
8,13
9,15
10,18
11,19
12,23
13,24
14,28
15,30
16,51
17,36
18,69
19,41
20,45
21,46
2,1
3,3
4,5
5,6
6,8
7,19
8,13
9,14
10,17
11,20
12,22
13,24
14,28
15,30
16,33
17,36
18,39
19,42
20,46
21,48
2,1
3,3
4,17
5,6
6,8
7,10
8,13
9,14
10,17
11,20
12,23
13,24
14,28
15,30
16,33
17,36
18,39
19,42
20,47
21,55
2,4
3,4
4,6
5,7
6,10
7,11
8,14
9,16
10,19
11,22
12,25
13,26
14,30
15,33
16,36
17,45
18,39
19,43
20,46
21,48
2,1
3,3
4,5
5,6
6,10
7,10
8,12
9,14
10,18
11,20
12,23
13,24
14,27
15,30
16,33
17,36
18,39
19,42
20,46
21,47
2,1
3,3
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,28
15,30
16,34
17,37
18,39
19,42
20,46
21,47
2,1
3,3
4,5
5,6
6,8
7,10
8,13
9,14
10,17
11,19
12,23
13,24
14,28
15,30
16,33
17,35
18,39
19,44
20,45
21,47
2,1
3,3
4,5
5,6
6,8
7,10
8,13
9,15
10,18
11,19
12,22
13,24
14,29
15,30
16,33
17,35
18,40
19,42
20,45
21,50
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,23
13,24
14,27
15,31
16,33
17,35
18,39
19,42
20,46
21,48
2,1
3,3
4,5
5,6
6,8
7,11
8,13
9,14
10,18
11,19
12,22
13,24
14,28
15,29
16,33
17,35
18,40
19,43
20,46
21,49
2,1
3,3
4,4
5,6
6,8
7,21
8,13
9,14
10,17
11,20
12,22
13,25
14,28
15,30
16,34
17,35
18,39
19,43
20,46
21,48
2,1
3,3
4,5
5,15
6,9
7,12
8,13
9,14
10,18
11,19
12,21
13,23
14,27
15,29
16,33
17,34
18,39
19,40
20,46
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,23
13,24
14,27
15,29
16,32
17,34
18,38
19,42
20,45
21,46
2,1
3,2
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,35
18,38
19,41
20,44
21,47
2,1
3,2
4,4
5,6
6,9
7,10
8,12
9,14
10,17
11,19
12,23
13,23
14,27
15,29
16,33
17,38
18,39
19,41
20,45
21,46
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,33
17,34
18,39
19,42
20,45
21,46
2,1
3,2
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,24
14,37
15,30
16,32
17,34
18,38
19,42
20,44
21,47
2,1
3,3
4,5
5,6
6,8
7,10
8,12
9,14
10,16
11,19
12,22
13,24
14,27
15,30
16,32
17,34
18,38
19,41
20,45
21,47
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,34
18,38
19,41
20,45
21,46
2,1
3,3
4,5
5,7
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,38
19,40
20,46
21,46
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,20
12,22
13,24
14,38
15,30
16,33
17,34
18,40
19,41
20,44
21,87
2,1
3,3
4,5
5,6
6,9
7,10
8,12
9,23
10,17
11,19
12,22
13,24
14,27
15,29
16,32
17,35
18,38
19,40
20,46
21,47
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,32
16,32
17,35
18,38
19,42
20,44
21,46
2,8
3,8
4,12
5,15
6,22
7,23
8,28
9,33
10,39
11,43
12,50
13,54
14,61
15,67
16,75
17,81
18,87
19,104
20,103
21,106
2,3
3,6
4,10
5,14
6,21
7,23
8,28
9,33
10,39
11,44
12,50
13,56
14,62
15,67
16,75
17,80
18,86
19,96
20,102
21,107
2,3
3,7
4,11
5,14
6,19
7,23
8,28
9,32
10,39
11,44
12,50
13,54
14,62
15,67
16,74
17,81
18,88
19,97
20,56
21,58
2,2
3,3
4,6
5,8
6,10
7,12
8,15
9,18
10,21
11,23
12,27
13,29
14,34
15,36
16,40
17,43
18,48
19,53
20,57
21,57
2,1
3,3
4,5
5,8
6,10
7,13
8,15
9,18
10,21
11,24
12,27
13,30
14,34
15,36
16,40
17,43
18,48
19,51
20,56
21,58
2,1
3,3
4,6
5,8
6,10
7,12
8,16
9,18
10,21
11,24
12,28
13,29
14,34
15,36
16,41
17,44
18,48
19,52
20,55
21,59
2,1
3,3
4,6
5,7
6,10
7,14
8,15
9,18
10,21
11,24
12,27
13,30
14,35
15,37
16,40
17,43
18,49
19,52
20,56
21,60
2,2
3,3
4,6
5,7
6,10
7,13
8,15
9,17
10,21
11,24
12,28
13,29
14,34
15,36
16,41
17,43
18,48
19,51
20,56
21,60
2,1
3,3
4,6
5,7
6,10
7,14
8,15
9,17
10,21
11,24
12,27
13,30
14,34
15,38
16,40
17,42
18,49
19,50
20,55
21,58
2,1
3,3
4,5
5,7
6,10
7,12
8,15
9,17
10,20
11,23
12,27
13,28
14,33
15,36
16,39
17,42
18,47
19,49
20,55
21,57
2,2
3,3
4,6
5,7
6,10
7,12
8,15
9,17
10,21
11,23
12,26
13,28
14,33
15,38
16,32
17,35
18,38
19,42
20,44
21,47
2,1
3,2
4,4
5,6
6,9
7,10
8,12
9,14
10,16
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,38
19,41
20,44
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,15
10,17
11,19
12,22
13,24
14,38
15,49
16,33
17,74
18,40
19,42
20,44
21,46
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,24
14,27
15,29
16,32
17,34
18,39
19,41
20,44
21,46
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,30
16,33
17,34
18,38
19,40
20,44
21,48
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,34
18,39
19,40
20,44
21,47
2,1
3,3
4,5
5,7
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,34
18,39
19,41
20,44
21,46
2,1
3,2
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,38
13,24
14,27
15,29
16,32
17,34
18,39
19,41
20,45
21,47
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,34
18,38
19,40
20,45
21,47
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,24
14,27
15,29
16,32
17,35
18,37
19,41
20,45
21,47
2,4
3,4
4,6
5,7
6,10
7,11
8,13
9,15
10,19
11,19
12,22
13,23
14,27
15,30
16,32
17,35
18,38
19,41
20,45
21,47
2,1
3,3
4,4
5,6
6,9
7,10
8,12
9,14
10,17
11,19
12,21
13,23
14,27
15,29
16,32
17,35
18,38
19,42
20,45
21,46
2,1
3,2
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,24
14,27
15,29
16,32
17,35
18,38
19,41
20,44
21,46
2,1
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,22
12,22
13,23
14,27
15,29
16,32
17,34
18,38
19,42
20,45
21,46
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,23
14,26
15,29
16,32
17,34
18,39
19,41
20,45
21,47
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,21
13,23
14,27
15,29
16,32
17,35
18,57
19,41
20,44
21,47
2,1
3,2
4,5
5,6
6,8
7,11
8,12
9,14
10,17
11,19
12,22
13,23
14,27
15,29
16,32
17,35
18,39
19,42
20,45
21,47
2,1
3,3
4,4
5,6
6,8
7,11
8,12
9,14
10,17
11,19
12,31
13,42
14,27
15,29
16,61
17,35
18,40
19,42
20,46
21,47
2,1
3,3
4,5
5,6
6,8
7,21
8,21
9,14
10,25
11,19
12,22
13,24
14,27
15,30
16,34
17,36
18,40
19,42
20,46
21,48
2,1
3,3
4,5
5,15
6,17
7,10
8,22
9,23
10,17
11,19
12,22
13,24
14,28
15,30
16,33
17,36
18,39
19,42
20,47
21,50
2,1
3,3
4,5
5,6
6,8
7,10
8,12
9,14
10,17
11,19
12,22
13,24
14,28
15,30
16,33
17,37
18,39
19,43
20,46
21,48
2,1
3,3
4,5
5,6
6,9
7,10
8,12
9,14
10,17
11,19
12,22
13,25
14,27
15,30
16,33
17,36
18,40
19,42
20,45
21,47
2,1
3,3
4,4
5,6
6,8
7,10
8,12
9,14
10,26
11,19
12,22
13,24
14,28
15,30
16,33
17,35
18,39
19,43
20,45
21,47
2,1
3,3
4,5
5,15
6,18
7,20
8,22
9,23
10,17
11,19
12,23
13,24
14,28
15,30
16,33
17,35
18,38
19,41
20,44
21,46
2,1
3,3
4,14
5,6
